filename,timestamp,file_index,B1_mean,B1_std,B1_rms,B1_peak,B1_kurtosis,B1_skew,B1_crest_factor,B1_shape_factor,B2_mean,B2_std,B2_rms,B2_peak,B2_kurtosis,B2_skew,B2_crest_factor,B2_shape_factor,B3_mean,B3_std,B3_rms,B3_peak,B3_kurtosis,B3_skew,B3_crest_factor,B3_shape_factor,B4_mean,B4_std,B4_rms,B4_peak,B4_kurtosis,B4_skew,B4_crest_factor,B4_shape_factor
2004.02.12.12.12.39,2004-02-12 12:12:39,10,-0.0017912597656250002,0.07922086801763584,0.07924111648011797,0.415,0.4552119318712826,0.03351974676189383,5.237180121056545,1.2705130374124174,-0.001935546875,0.09512641592087304,0.09514610526793123,0.4,0.1700577747770562,0.08224454826272543,4.204060679873347,1.260092703698704,-0.002017041015625,0.10600452642087112,0.10602371468766728,0.61,1.1014436437540729,0.061319784870657056,5.753429803860244,1.2892541319564363,-0.0030745605468749998,0.05543830376832632,0.05552349455199686,0.291,0.17440896332483513,0.036172489638983056,5.241024585141758,1.2570416884625326
2004.02.12.12.22.39,2004-02-12 12:22:39,11,-0.0015550292968750002,0.07762333368719734,0.077638908086269,0.474,0.6415150749455001,0.019565298132388165,6.105186325821477,1.2761655417786268,-0.0019740722656249998,0.09330818738788126,0.09332906725625129,0.415,0.05914761962362203,0.07005841676106667,4.446631817936687,1.2502456480056794,-0.0019226074218750004,0.10458645271002825,0.10460412281437871,0.867,1.63609854868624,0.10483367184473791,8.288392241847886,1.2985534411748159,-0.0027769042968750005,0.05470372691209322,0.05477416302917713,0.276,0.11005504146137435,0.0015078217586126277,5.038872065520749,1.2561601251905585
2004.02.12.12.32.39,2004-02-12 12:32:39,12,-0.0024512695312500004,0.07736575740151559,0.07740458087623109,0.4,0.3647260382142652,0.025770055100995153,5.167652811654581,1.2670309845703653,-0.0017861816406249998,0.09436361497175338,0.09438051851622041,0.615,0.2904622065873399,0.0928213673616944,6.5161752623165015,1.2612735189236697,-0.0018608886718750003,0.10440576658070191,0.10442234914975398,0.615,1.1545225133803463,-0.014968726746658929,5.889543809419738,1.292587799473167,-0.003140380859375,0.05459959426227402,0.054689831646722725,0.234,0.04491899115284781,-0.033690120338111765,4.278674718027266,1.2565816290267868
2004.02.12.12.42.39,2004-02-12 12:42:39,13,-0.001033984375,0.07985799357629145,0.07986468720103242,0.432,0.5982531546782224,0.036749791511127325,5.409149088790465,1.2757200905039798,-0.001261376953125,0.09483180934131623,0.09484019788447104,0.417,0.10632066193073442,0.09945547748473178,4.39686977992144,1.2562972464262472,-0.00175244140625,0.10487944085081766,0.10489408069125015,0.684,1.5414655991864716,0.05491531956835938,6.520863670213343,1.301062282305518,-0.002895263671875,0.056179461127419124,0.0562540167836651,0.266,0.10238368110662588,0.0034770499788080093,4.72855122546983,1.2590939146275733
2004.02.12.12.52.39,2004-02-12 12:52:39,14,-0.0023719238281249997,0.07918146190235564,0.07921698007145074,0.422,0.5511103583412886,0.024887726210298073,5.327140716792938,1.270695077171004,-0.001698291015625,0.09476723559538852,0.09478245161824854,0.461,0.14024854233672546,0.10758890123389807,4.863769528316815,1.253681881184696,-0.0015814453124999995,0.10365067067184645,0.10366273438415563,0.691,1.215237462759629,0.004041749262302193,6.665847704144838,1.2894220655575805,-0.0030357910156250003,0.055549112896720286,0.05563200491356684,0.227,0.0799000452087415,0.010891921292744113,4.080385029313263,1.2573272806656737
2004.02.12.13.02.39,2004-02-12 13:02:39,15,-0.00152099609375,0.07864707093207793,0.07866177721938719,0.371,0.5530516614826189,-0.013483613994623068,4.716394837676797,1.276343571157088,-0.0012210937499999997,0.09462320292410424,0.09463108158296883,0.513,0.19598682545266177,0.0805929465007058,5.421051851237922,1.2570208323512633,-0.001826806640625,0.10470795711576625,0.10472389176238331,0.725,1.3682988461680416,0.024804174649865268,6.922966553277187,1.292857157759728,-0.003251123046875,0.056228963720163415,0.056322874235157555,0.291,0.19387118398007308,0.0370610988828819,5.166639734773222,1.2603926685162308
2004.02.12.13.12.39,2004-02-12 13:12:39,16,-0.0020170898437499997,0.07842744893849181,0.07845338360094803,0.439,0.4799660990734953,0.01645553133519378,5.59567962336675,1.267759395527615,-0.0012224609374999998,0.09568609375700858,0.09569390236174272,0.476,0.16584819519362304,0.09864096614989125,4.974193634622838,1.2592241406049554,-0.0016260742187499996,0.1086957682837348,0.10870793053018833,0.962,2.0724590260877367,-0.038762865247047466,8.849400363967478,1.3048963200356458,-0.002717138671875,0.056113860594305724,0.05617960656109453,0.3,0.21398033827271457,-0.020015572191707517,5.340016037203005,1.2609867335920746
2004.02.12.13.22.39,2004-02-12 13:22:39,17,-0.001661767578125,0.07760498435587541,0.07762277416041877,0.444,0.4477488811593342,0.020390510898382754,5.7199707792253,1.2674247718467753,-0.0016699218750000002,0.09292757088853608,0.09294257404608772,0.454,0.11760727403785154,0.09640777733669134,4.884736673796808,1.2553810049463519,-0.0014107910156250002,0.10420585682409894,0.10421540638377022,0.984,2.3669886579075623,0.05815024609329496,9.441982084457344,1.3000463063403132,-0.0027646484375000004,0.05476019882421017,0.054829943062618625,0.308,0.20295430083462174,-0.03361214881045859,5.617368590885606,1.2609906681187613
2004.02.12.13.32.39,2004-02-12 13:32:39,18,-0.002757177734375,0.07777670281156139,0.07782555832949016,0.405,0.34144531637324205,0.003513831143354888,5.203945961882484,1.265981916230109,-0.0017739257812500002,0.09495022834677054,0.09496679775469556,0.425,0.13740794134351297,0.10592078788640663,4.475248297808233,1.260664243768799,-0.001863330078125,0.10521330186669284,0.10522980038312282,0.676,1.1526700310009703,0.08359588989286217,6.42403575354895,1.2870740021167624,-0.003074755859375,0.055541221384568185,0.055626265347265356,0.229,0.0922079817125856,-0.00042872143229701396,4.116760285278758,1.2597722623212528
2004.02.12.13.42.39,2004-02-12 13:42:39,19,-0.0022611328125,0.07890076758853798,0.07893316063389487,0.471,0.5964296522845256,-0.032123571823408366,5.967073866262322,1.2763602733939345,-0.0007662109375,0.09547240956006875,0.09547548411192398,0.479,0.2425243166798703,0.14165673280344412,5.01699472336247,1.2592676480251292,-0.0014248046875,0.10675132239905148,0.10676083037492612,0.935,2.4550670432878334,0.026973765422056185,8.75789366489973,1.3098091569500996,-0.0030700195312500004,0.05467779985043284,0.054763918928490224,0.229,0.08156366142840543,-0.015972648918385495,4.181585329914468,1.257374028470588
2004.02.12.13.52.39,2004-02-12 13:52:39,20,-0.001448388671875,0.07901527413866455,0.07902854786058722,0.415,0.506380111063577,0.06155298503420971,5.25126693118661,1.270323078046217,-0.001681689453125,0.09565077571662774,0.09566555793288081,0.486,0.1524805052472984,0.11733938656757271,5.080198250042913,1.2601020610536655,-0.001846240234375,0.10560172145723454,0.10561785917984882,0.889,1.9139070690457851,0.05765100360906399,8.41713709123935,1.3056675646574918,-0.0029849609375000004,0.05526646273041952,0.05534701342015891,0.242,0.15035076952771265,-0.04405279482154901,4.372412982122301,1.2600064415507872
2004.02.12.14.02.39,2004-02-12 14:02:39,21,-0.001808740234375,0.07934267114626233,0.07936328499916932,0.381,0.38440684339994036,0.03774414644161838,4.800708539269611,1.2673125878895053,-0.001254248046875,0.09608047955380965,0.09608866576997063,0.486,0.1564794915640455,0.07508050525131878,5.057828580567963,1.257551539635737,-0.0008227050781250001,0.10640111111905765,0.10640429169453469,0.703,1.2867130291679612,0.047015554911379216,6.606876365646712,1.2929223739280007,-0.00293505859375,0.05516899004242559,0.0552470092516328,0.266,0.16426128812714236,-0.02035108188516252,4.8147402656396014,1.262380200017226
2004.02.12.14.12.39,2004-02-12 14:12:39,22,-0.001801708984375,0.07946629829958578,0.07948672040475141,0.344,0.41497244255405574,0.01970775386945568,4.327766930731702,1.271530240278966,-0.001448779296875,0.09432366160279361,0.0943347873247689,0.417,0.13348614812498472,0.10428977682535866,4.4204265661233,1.259377125085486,-0.0012916503906249999,0.10652067291567878,0.10652850378720535,0.972,1.9633041034020007,0.17946942737860105,9.124318519873386,1.3021404422996259,-0.0027037109375,0.054686116106583145,0.05475291177331348,0.293,0.22840644374572117,-0.01973336739390466,5.351313574208996,1.2607112632722017
2004.02.12.14.22.39,2004-02-12 14:22:39,23,-0.002245849609375,0.07972131548057863,0.07975294340914242,0.393,0.5200740317916859,-0.03851889509533165,4.927717814549635,1.2739281936679043,-0.0014227539062500003,0.0962614587833755,0.09627197243113517,0.466,0.18719392868634843,0.13866436137792754,4.840453438650974,1.258272437148376,-0.0013483886718750001,0.10518184895666496,0.10519049149972219,0.684,1.254478936980436,0.0005211760099324044,6.502488868034298,1.2964340207450447,-0.0030903320312499994,0.056563254002977764,0.05664761120708225,0.264,0.08158737502343749,0.007221887679663443,4.660390692114374,1.2576785656438567
2004.02.12.14.32.39,2004-02-12 14:32:39,24,-0.001977001953125,0.07935676530457542,0.07938138784581765,0.437,0.4846810415588352,-0.036549177114067806,5.505068780717017,1.2711717774114197,-0.0013240234375000001,0.09673244798508385,0.09674150883281694,0.667,0.37113042322809786,0.17122722148264474,6.894661950669704,1.2621539104291073,-0.00237470703125,0.1079761942301264,0.10800230439164828,0.847,1.3875381371192281,0.07318514799019268,7.84242525908084,1.2923072213632765,-0.002956982421875,0.05602606775982585,0.056104046321739355,0.22,0.13583281823784965,-0.04505706061630915,3.921285797077238,1.2602907620894324
2004.02.12.14.42.39,2004-02-12 14:42:39,25,-0.0021740722656249994,0.07756141544378374,0.07759187944533484,0.405,0.3099755507638151,0.026619772366221244,5.219618378819285,1.2651793341633069,-0.0015088867187500001,0.09473912948407975,0.09475114455525722,0.603,0.2615943824726452,0.14411041291308674,6.36403921905493,1.260859709539287,-0.0019612792968750005,0.10657505293881057,0.10659309792566603,0.688,1.0225364674782753,-0.004534687198446351,6.454451680162115,1.2909197620181154,-0.0032119140625,0.05540676214731253,0.05549978093284468,0.259,0.12719390010867793,-0.03415577673177219,4.666685086800482,1.2572622863015774
2004.02.12.14.52.39,2004-02-12 14:52:39,26,-0.0015153320312499999,0.07772622576182905,0.07774099563514575,0.388,0.36804211992333746,0.001337028961636272,4.990931706367161,1.2651298797972983,-0.001513525390625,0.09623453463755909,0.09624643586136385,0.442,0.1566551621494887,0.09836722820950812,4.592377848013713,1.2554013531735098,-0.002003857421875,0.10560961350007832,0.10562862258026053,0.713,1.612231805636073,-0.0599626600938713,6.750064353610559,1.3060923268160176,-0.0030764160156250006,0.055132317492346816,0.05521808370070556,0.237,0.09495604516366107,-0.0038057513490740405,4.292072163977898,1.2587909883850839
2004.02.12.15.02.39,2004-02-12 15:02:39,27,-0.0022492187500000003,0.0774813044446991,0.07751394405806931,0.4,0.4042083382464927,-0.0326706483190684,5.160361853092411,1.2647473464437449,-0.002118603515625,0.09511310929708483,0.09513670186114098,0.444,0.17382200225163524,0.08985451686853897,4.666968596914897,1.2590619677248462,-0.0023671386718750005,0.10742906873283874,0.10745514484796377,0.981,2.3155987865544674,-0.03781625763627373,9.129390699607711,1.307643344038605,-0.003186083984375,0.0554029741320142,0.05549451030352574,0.222,0.06474720769999287,-0.00012382233979512682,4.0003956929393,1.2561299878050662
2004.02.12.15.12.39,2004-02-12 15:12:39,28,-0.0023556640625,0.07824409152481353,0.07827954401833694,0.391,0.34199171275367135,0.03369687604185461,4.9949192334131185,1.2645351844513213,-0.0013390625000000002,0.0946740217175947,0.0946834910454959,0.522,0.2331517446347866,0.10687984227268392,5.51310470533006,1.2598562958525086,-0.001291650390625,0.10654673201069578,0.10655456096709622,0.728,1.2023290082948819,0.13292418156615796,6.832180559824225,1.2913587252836334,-0.0030205566406250003,0.05508112196884157,0.05516388093459003,0.276,0.12458150930044853,-0.0251609386296664,5.003273796621815,1.2581967838234531
2004.02.12.15.22.39,2004-02-12 15:22:39,29,-0.0024445312499999997,0.07882328465921586,0.07886118143611597,0.488,0.5350200636292435,-0.006817488878259782,6.188088881160373,1.2742204712983922,-0.0015290527343750002,0.09586485510864304,0.09587704859488336,0.474,0.2907499147594046,0.08901339446966802,4.9438317819192426,1.2635119151322647,-0.0017863281249999997,0.10489343899190542,0.10490864841241045,0.776,2.017434683384363,-0.013130640994625945,7.396911615422176,1.307032707608346,-0.00291376953125,0.05517047166023243,0.05524736189261664,0.283,0.23456109917488366,-0.038156660080357806,5.1224165336629515,1.2632197963166112
2004.02.12.15.32.39,2004-02-12 15:32:39,30,-0.0022748046874999997,0.0785494350087652,0.07858236746600665,0.403,0.48904471033501595,-0.002622713624016512,5.128376924687727,1.2730822178569126,-0.002049658203125,0.0949000225611656,0.09492215432057668,0.452,0.165506889421823,0.11999815531904404,4.761796687351606,1.254806832277494,-0.0014609863281249999,0.10486322304910291,0.10487340000828081,0.64,0.9570967413089555,0.013844924540234683,6.102596082032866,1.289053782115709,-0.0034757812499999997,0.05432378514244151,0.054434866469019655,0.225,0.07349511847943857,-0.03965269856902206,4.133380213728522,1.257726426400268
2004.02.12.15.42.39,2004-02-12 15:42:39,31,-0.001818603515625,0.08021030375043676,0.08023091764702917,0.396,0.4867117699711172,0.023062207577248677,4.935753093865595,1.2693166958113966,-0.00179560546875,0.09487624042041871,0.09489323050308963,0.466,0.165736117975269,0.1364709642541114,4.910782334308109,1.2566136716760652,-0.0016982421875,0.1048905147047868,0.10490426159867149,0.679,1.1352691918982902,-0.02227897000438898,6.472568317554403,1.289537600546436,-0.0029370117187500003,0.05673315964733654,0.056809131672700734,0.239,0.14350027256484577,-0.0015947123342304741,4.207070112899647,1.2598578598049017
2004.02.12.15.52.39,2004-02-12 15:52:39,32,-0.0018798339843749997,0.07739824509206791,0.07742107025313345,0.388,0.5086729705515918,-0.018266270678337724,5.011555623442141,1.275652309355476,-0.00199599609375,0.09547086323143954,0.09549172595865309,0.466,0.20123385151208106,0.1232956067583536,4.880003951355672,1.2545855562568657,-0.0018504394531250004,0.1042352561179323,0.1042516798144789,0.684,1.434412997331692,-0.024623805635528438,6.561045358858604,1.3020024542656492,-0.003500048828125,0.05528098325258529,0.0553916731212542,0.31,0.17591257833775753,-0.06109235325010506,5.596509051485045,1.2580486481259776
2004.02.12.16.02.39,2004-02-12 16:02:39,33,-0.0019884765625,0.07899110019602928,0.07901612461528817,0.376,0.40449241574751493,0.02973078517796004,4.758522413376508,1.2688576026542324,-0.00178076171875,0.09624420884062213,0.09626068173276278,0.476,0.22956064923478525,0.12419032129534124,4.9449057645515415,1.259285344091292,-0.0025443359374999995,0.10669887437146255,0.10672920611294735,0.876,1.7143269486039925,0.028506487609761166,8.207687772669868,1.3014966347515822,-0.003243896484375,0.05588777413449237,0.055981837787887734,0.291,0.1527706475195334,-0.015166574970163618,5.198114451022201,1.2574158918004126
2004.02.12.16.12.39,2004-02-12 16:12:39,34,-0.0013528320312500002,0.07822305672439377,0.07823475415576188,0.359,0.40668092875128137,-0.014541133659960107,4.588753475025269,1.2715888792939274,-0.0013816894531250002,0.0978430192337233,0.09785277450596701,0.483,0.3069613520962946,0.1726829584206306,4.9359867662265104,1.265529107681808,-0.001690625,0.1081180086702864,0.10813122588650677,0.657,1.3174828224675936,-0.021393781078923303,6.0759507220382325,1.2962673035374042,-0.0026141113281250004,0.05552381479919039,0.0555853180965138,0.227,0.11426623085634979,-0.012743890886937052,4.083812196700139,1.2574016369561376
2004.02.12.16.22.39,2004-02-12 16:22:39,35,-0.001791064453125,0.07810817348945709,0.07812870584960674,0.356,0.42187887878439767,-0.011723759566206875,4.556583859014374,1.2702694794920322,-0.001562353515625,0.09524338589819027,0.09525619930408402,0.403,0.11379389122156969,0.09799826223668927,4.230695775647242,1.2565283486580245,-0.0011615234374999998,0.1028676110082962,0.10287416843527825,0.825,1.426502408342559,0.0229835121934195,8.019505892959286,1.296387458345844,-0.0030807617187499996,0.05554223759655605,0.05562761229821032,0.286,0.1958801945559432,0.007256396328294278,5.141331583077876,1.2593139756808034
2004.02.12.16.32.39,2004-02-12 16:32:39,36,-0.00203349609375,0.07683498673524615,0.07686189103169887,0.413,0.40962780617356787,-0.012802938401103161,5.373273991264062,1.2677555742188675,-0.001471728515625,0.09594404233362758,0.09595532942020796,0.461,0.1730856867768793,0.12943450278333202,4.804318871974135,1.2594992206667794,-0.0014912109374999997,0.10627495488605784,0.1062854164318593,0.754,1.3472119328296017,-0.03865113475636965,7.09410590194561,1.2923758186126069,-0.002811474609375,0.055569069978318106,0.0556401467263915,0.244,0.0334986959277348,-0.04654746829074414,4.38532272748779,1.2540763499017746
2004.02.12.16.42.39,2004-02-12 16:42:39,37,-0.0018202636718750002,0.07984444085763252,0.07986518700725069,0.457,0.5706517890996232,-0.009777100151057379,5.722142739846218,1.2740636018844833,-0.002276025390625,0.0964936679807248,0.09652050689855046,0.442,0.2158220815230112,0.13173986566603704,4.579337740782606,1.261247913615366,-0.0014645507812500002,0.10491064749679435,0.10492086955028299,0.764,1.1663803941882156,-0.009009734546685515,7.281678118706932,1.290043735345061,-0.0030121582031250003,0.05638668115044963,0.05646707809160241,0.264,0.1600982637971584,0.029414747194057428,4.675290610428472,1.26073227213473
2004.02.12.16.52.39,2004-02-12 16:52:39,38,-0.002309033203125,0.07739473796891001,0.07742917473155306,0.378,0.3569692841046228,0.04514825783681483,4.881880780862329,1.2647920687579761,-0.0017294433593750002,0.09546862209628663,0.09548428550969461,0.581,0.2629708782870046,0.09473008972758588,6.084770880345651,1.2605568104170761,-0.0022916015625,0.10742851105763311,0.10745294982354486,0.798,1.8640022241690977,0.02086557134418251,7.426506217934875,1.3045647821865765,-0.0027642578125000004,0.056033258572441,0.056101400940618225,0.308,0.2587931953743987,-0.027692721638142754,5.490058979561124,1.2640788833261396
2004.02.12.17.02.39,2004-02-12 17:02:39,39,-0.001993701171875,0.07843592197972266,0.0784612560514543,0.498,0.6561008820895786,-0.0005041417219279513,6.347081668861065,1.277570904574364,-0.0018719238281250002,0.09677743551173781,0.09679553772280453,0.457,0.27543904828842125,0.10821088126772098,4.721292021835973,1.2610937980498302,-0.00211201171875,0.10678105681252581,0.1068019414032348,0.989,2.579939922114934,-0.003548285809022377,9.260131295422738,1.3075719602356344,-0.003388427734375,0.05653621499815002,0.05663766457780657,0.239,0.09751879968845945,-0.014065127951287884,4.219806762541759,1.2577181529155956
2004.02.12.17.12.39,2004-02-12 17:12:39,40,-0.0024907226562500004,0.07855648477783131,0.0785959604559929,0.371,0.5058926832599502,-0.03750214704176655,4.720344377084477,1.2763738475521007,-0.0008767578125000001,0.09722928134675773,0.09723323431558137,0.427,0.19929830782863123,0.09824497584201938,4.391502586596303,1.2625146859229042,-0.0022390136718750003,0.10715440930270453,0.10717779907814107,0.845,2.2355183820764015,-0.07220369217397872,7.884095468166204,1.3072183572177938,-0.003306982421875,0.056234235204706794,0.0563313886017101,0.251,0.13207301349276568,-0.023550379647344657,4.455775123434116,1.2609689952104566
2004.02.12.17.22.39,2004-02-12 17:22:39,41,-0.001803759765625,0.0786407433781452,0.07866142681365101,0.393,0.45311400755295494,-0.008567194109819449,4.996095493297081,1.2704626473197995,-0.0009185058593750002,0.09511538248705184,0.09511981727627464,0.505,0.14836992490765555,0.10882182513808407,5.309093461914799,1.2544239164750017,-0.0013694335937499999,0.10525439765563746,0.1052633059248034,0.752,1.4017581318007961,-0.025011032992469876,7.143989953509571,1.2981962640987532,-0.0026965332031249995,0.055708350015225006,0.05577357396414879,0.239,0.13869196247633608,-0.0019554327944188627,4.285183519952102,1.2620170466303098
2004.02.12.17.32.39,2004-02-12 17:32:39,42,-0.0017306152343750003,0.07760924722037751,0.07762854039078106,0.449,0.4307640222326756,0.04469583003677712,5.783955201781972,1.2695351392468994,-0.0009978515624999998,0.09503882941696366,0.09504406769855496,0.449,0.13840970362755467,0.11791787404591672,4.724124407470268,1.259001872146895,-0.001357373046875,0.10298306221347636,0.10299200728431855,0.654,1.1634253579081317,0.04887619844516442,6.3500073184764245,1.2928662069080175,-0.0032916992187500002,0.05498149075487387,0.05507993835667393,0.239,0.16829482229395554,-0.002661603710207311,4.3391479208335175,1.2617018293455495
2004.02.12.17.42.39,2004-02-12 17:42:39,43,-0.0019462890624999999,0.07818452198751644,0.07820874324224403,0.415,0.488396336752809,-0.006356188004271852,5.3063120924290725,1.272559826990979,-0.0018541992187499998,0.09456809680615572,0.09458627272644403,0.444,0.18352548549125025,0.11480892953255659,4.694127247027764,1.2593563760980933,-0.0013387695312500002,0.10184375518204195,0.10185255408401647,0.61,1.0846068355776346,-0.013344186974711566,5.989049616731468,1.296027250678885,-0.00303681640625,0.05543639736098235,0.055519513742917456,0.225,0.06303437345150442,-0.00843419161052362,4.052629153811761,1.2558367772341954
2004.02.12.17.52.39,2004-02-12 17:52:39,44,-0.0016118652343750002,0.07807192688424783,0.07808856431612202,0.469,0.536781662751292,0.030868202418370138,6.006001059276373,1.272180107974308,-0.0011041015625,0.09682734212192305,0.09683363683481196,0.583,0.4142096945384086,0.10010548595879956,6.020635174474928,1.2623088748029656,-0.003328466796875,0.1069766679721458,0.10702843632250555,1.057,3.123223334762214,0.05726072572761963,9.875880058781517,1.3077049686846025,-0.0033448242187499996,0.05527980886483928,0.05538090932069913,0.278,0.18879127338967816,-0.008031845273471169,5.019780343261625,1.2595264208115042
